1.7_103,1.7
1.7_102,1.7
1.7_101,1.7
1.7_100,1.7
1.7_107,1.7
1.7_106,1.7
1.7_105,1.7
1.7_104,1.7
1.7_109,1.7
1.7_108,1.7
1.8_1,1.8
1.8_2,1.8
1.8_3,1.8
1.8_5,1.8
1.8_6,1.8
1.8_7,1.8
1.9_3,1.9
1.9_4,1.9
1.9_6,1.9
1.9_7,1.9
1.9_8,1.9
1.7_50,1.7
1.7_51,1.7
1.7_54,1.7
1.7_55,1.7
1.7_56,1.7
1.7_57,1.7
1.7_58,1.7
1.7_59,1.7
1.7_60,1.7
1.7_61,1.7
1.7_62,1.7
1.7_63,1.7
1.7_64,1.7
1.7_65,1.7
1.7_66,1.7
1.7_67,1.7
1.7_68,1.7
1.7_69,1.7
2.1_1,1.9
2.1_8,1.9
2.1_5,1.9
1.7_70,1.7
2.1_2,1.9
1.7_71,1.7
2.1_3,1.9,2.1
1.7_31,1.7
1.7_32,1.7
1.7_33,1.7
1.7_34,1.7
1.7_35,1.7
1.7_37,1.7
1.7_38,1.7
1.7_40,1.7
1.7_42,1.7
1.7_43,1.7
1.7_44,1.7
1.7_45,1.7
2.2_9,2.2
1.7_46,1.7
1.7_47,1.7
1.7_48,1.7
1.7_49,1.7
2.2_7,2.2
2.2_8,2.2
2.2_3,2.2
2.2_4,2.2
2.2_1,2.2
2.2_2,2.2
1.7_94,1.7
1.7_95,1.7
1.7_96,1.7
1.7_97,1.7
1.7_98,1.7
1.7_99,1.7
1.7_72,1.7
1.7_73,1.7
1.7_74,1.7
1.7_75,1.7
1.9_10,1.9
1.7_76,1.7
1.7_77,1.7
1.7_78,1.7
1.7_79,1.7
1.7_80,1.7
1.7_81,1.7
1.7_84,1.7
1.7_85,1.7
1.7_86,1.7
1.7_88,1.7
1.7_89,1.7
1.7_92,1.7
1.7_93,1.7
2.2_12,2.2
2.2_10,2.2
2.2_11,2.2
2.2_14,2.2
2.1_33,2.1
2.1_31,1.9
2.1_29,2.1
2.1_22,2.1
2.1_23,1.9
2.1_20,2.1
2.1_21,1.9
2.1_26,1.9
2.1_17,2.1
2.1_18,1.9
2.1_11,1.9
2.1_12,2.1
2.1_15,1.9
2.1_13,2.1
2.1_14,2.1
2.0_1,1.9
2.0_2,1.9
2.0_7,1.9,2.0
2.0_5,1.9,2.0
2.0_6,1.9
2.0_3,1.9
2.0_4,1.9
1.7_132,1.7
1.7_131,1.7
1.10_3,1.10
1.7_136,1.7
1.10_4,1.10
1.7_135,1.7
1.7_134,1.7
1.7_133,1.7
1.7_139,1.7
1.7_138,1.7
1.7_137,1.7
1.7_143,1.7
1.7_142,1.7
1.7_141,1.7
1.7_140,1.7
1.7_146,1.7
1.7_145,1.7
1.7_148,1.7
1.7_110,1.7
1.7_114,1.7
1.7_113,1.7
1.7_111,1.7
1.7_118,1.7
1.7_117,1.7
1.7_116,1.7
1.7_115,1.7
1.7_119,1.7
1.7_121,1.7
1.7_125,1.7
1.7_124,1.7
1.7_123,1.7
1.7_122,1.7
1.7_129,1.7
1.7_128,1.7
1.7_127,1.7
1.7_126,1.7
